Negative,Off to the frackin grocery store.  Yay for me. Blah!!!
Positive,bhaha lol  me too hahawe are a black &amp; white society 
Negative,WHAT IS WRONG WITH MY CUBS?! And poor DeRo. Hitting the BP fone had to REALLY hurt. 
Positive,http://bit.ly/6FwT0  June 9th 
Negative,The girls left.  this is harder than i thought.
Negative,"@kidmanproject ah, but you own an iPhone so you're still cool, I on the other hand am Redmond's slave "
Negative,i really hope the ZuneHD takes off and comes out over here(UK). i want a nice new music/media player!! will probably be DRM heavy anyway 
Negative,"@ftskfandira well , i saw it and i'm so so so jealous when @iamjonathancook replied your tweet "
Negative,im really always so tired. allergies ? sinus infection? i dont knowwwww. but i want to sleep in tommorow and not have to go to schooool 
Positive,Just got back from the pool &amp; got some sun...seems like everyone in Nashville is goin 2 Coldplay tonight! NOT ME! Saved my favors for KOL 
Negative,@seankingston it's not on UK itunes 
Negative,@mitchelmusso http://twitpic.com/7hbnl - did you cut ur hair????  look good tho
Positive,PS: that is not a bad thing 
Negative,i am laying in my bed with my heart beat in my leg! talking to g! &lt;3     my leg hurts):
Positive,"&quot;if she comes in here, im going to piss on somone.&quot;  - mary eckart     im loving my life."
Positive,Throat hurts(N)(N)  Might go and do a bit of revising in the sunn again.   But not burn as much this time. haha
Positive,BBQ Ribs is what's on the menu tonight. Not sure what I will have with it but it will definitely be accompanied by a MOVIE  R&amp;R
Negative,"@kristenstewart9 HEY, KRISTEN WHAT DID YOU DO TO IT? PUT ICE ON YOUR ANKLE "
Negative,@mojocheck oh man JOFFER. how i miss you so!!  let's hang out =D
Positive,@hunnibeez aww she is SO sweet 
Negative,I'm sad to see a transformer toy that does not transform. 
Positive,I love I'm a Celebrity! 
Positive,"@ShimTheDream LOL - boyfriend.  No, he's not gay -- but I wanted to be the Master "
Negative,Last day in california. Don't wana go home to the rain 
Positive,I have great friends. 
Negative,what a crap! episode 6 missing 
Negative,i still can't believe nadal lost!!!!!!!!   
Negative,cleaning.  yuck. then basketball in Kingsland.
Positive,Just finished mini cooking marathon. Cranberry/chicken/bean soup and greek salad. Odd combo I know. Separate meals. Not eaten together. 
Negative,"@itsnikki Manchester is amazing, it's true. (Hear that, @LetMyPrideBe?). And gosh, as for Texas, probably not till SXSW next year. "
Positive,starting to get addicted to this whole twitter thing   hahaha.
Negative,"@AdrianHiggs Have you had any issues with the URL shortener? - find it's not as good as in previous version, sometimes hangs "
Negative,Its raining all day today  but I'm determined to shop anyways!
Positive,People who taught me good things this week  @DeniseWakeman @Mike_Stelzner @ShermanHu @jwest5150 @marismith @MarketingProfs ~ Thanks!
Negative,"@theplatemarket Ah right ok, ta. Fibre to house would be sweet, but BT spokespeeps are still holding off...not commercially viable.  Booo!"
Positive,bak at mums still miss sarah we played poker though lol 
Negative,so listen to the new jonas brother cd i liked most of the songs.. its the first time ever that i had to skip a song on the jb cd 
Negative,GRAN TORINO!!!! best movie ever omg I cried my eyes out... 
Negative,@theycallmehoops 
Positive,"@facit Hahaha. No, I haven't. I think I'll reserve it for next weekend. Have some paperwork to do. Or maybe tonight! "
Positive,"Cant wait 4 later. Going to take train with Sharleez to collect my passport. Just me n her. Then, we are going to book our Perth tickets! "
Positive,"@CMarie007 only if that where true, I would sleep better at night!!!!  but soon and very soon....."
Negative,at work 
Negative,@birssy Nothing exciting 4 me  Just had a phone call 2 say my contact lenses r ready 2 collect..thats as exciting as its going 2 get 4 me
Positive,@AshleyLTMSYF have fun!! 
Positive,http://twitpic.com/6f577 - i think .. this is very sexy. incredible hot. what do you think? 
Positive,@LesleyChang Looks like you guys had a good time... that crab looked delicious 
Negative,at work again 
Positive,Getting new Fishiiiiiiiiiiiiiiiiiiiiiiiiii!!!!! 
Positive,"@thomasazbe Yes, indeed "
Negative,"Baaaad traffic!!!! The ppl directing dont know what they r doing and r letting too many ppl go at once, not fun "
Negative,I have a headache  stupid hot weather!
Positive,Happy Wednesday! ...Or something like that  I can't wait until Friday.
Negative,@sajal yeah! 
Negative,I can't believe he'll be back tomorrow. This will be the 1st time he comes home &amp; I won't be the first person to see him 
Negative,@patricehiggins I didn't know you were getting a divorce. I'm sorry to hear that Patrice  Hope you're holding up.
Negative,@alexhaas You should've  I've been wanting to try making some for awhile now lol
Negative,"@etanowitz Congrats @dsashin on new iPhone3GS!  Me so sad, tracking FedX, mine won't get here until 2morrow  #3GSOrl"
Negative,"Sleep gets better of me again, what happened to the person that could stay awake for days on end "
Positive,@ABVan I tweeted that yesterday. My hear almost &quot;burnt&quot; from her hotness. 
Positive,"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a nigga call u a bitch cuz ladies ya worth then dat i mean it "
Negative,Wish it was Saturday all over again 
Negative,@skylerevers  i did jenna's 50 random q's vid but 4 some reason there is zero sound except in the webcam playback  im trying 2 fix it tho!
Positive,@Makenzesgranna Why can't the rain only wet the plants you want? 
Positive,@2Edge I know how u feel bruh and that's why I retweet ya. Be encourage cause with God all things are possible. U have the winning hand 
Positive,In N Out.Date with Chelsea.Piercings.Lakers. Sweeet dood 
Negative,My poor little ankle. It might need surgery! 
Negative,@Pan_duh yes! did I tell you we had to get seats tho? general sold out 
Negative,"getting ready for oral exams... I wish i were home, i miss my bed "
Positive,Today is my one year anniversary at Children's! Treating myself to lunch at noon to celebrate 
Positive,@TickleMeJoey AHA! thats a relaxing movie  lol good luck sleeping tonight
Negative,"@briigita   i try ,But offer for what dont talk ?"
Positive,"Stay humble. Always answer your phone - no matter who else is in the car. (Jack Lemmon) Good man, gotta remember this one "
Positive,"@QTara rather sunny in Malta, but nice cold breeze today "
Negative,sun is shining. Inside working. 
Positive,@matthires it's needing you. Still bummed you're gone :\ tell rahhell hey for me.  how's home?
Negative,i am left on my own!  Xx
Negative,No iPhone Update today 
Positive,"Celebrated our National Day all day long, flags, sun, warmth, happy people, packed full Trondheim, ice cream, hot dogs, beautiful "
Positive,"spanish oral is over,taylor swift is on,the sun is still out..life is gd "
Positive,"decided to watch night at the museum, i made a good decision cuz it was hilarious. the three cherubs were so cute "
Negative,"Car-shop just called. As it seems, I need a new brake caliper, a new break-disc and new brake pads. "
Negative,Omg Twitter I'm So Fuckin Sick 
Negative,won't be going to the Oxford Internet Institute Summer Doctoral Programme in Brisbane: lack of funding 
Positive,@katyperry FYI: i LIKE what youre doing 
Positive,Morning Twitter people. 
Negative,Why did no-one tell me about the 29p albums on Amazon  doesn't matter that they were mainly crap... it's the principle!
Positive,@DjPhalseiD you okai babe?...you have my condolences....if u need to talk hit me up 
Positive,@johnmayerlyrics whats the difference between this and your other twitter page? Do i have a better chance of reply because less followers 
Negative, i'm lonely... anyone wanna talk? Come on @PerezHilton! You know you kant ressist me !! xD
Positive,@_CrC_  Blockheads are creative! :p
Positive,i aint do a follow friday in a while... here it goes 
Negative,@LaMonteG I am lost. Please help me find a good home. 
Positive,@rebeccamezzino  I like that idea. Or better get someone else to do it without me knowing. Otherwise I am sure I'll plug it back in 
Negative,i could have been racking up on call of duty kills 
Negative,home from work...boreddd got to see @m_sassy today  missin @kelseygirardot 
Negative,@JasperWhitlock  I will be so sad if he is not included. You are right. If not for Jasper New Moon would not have unfolded! *smiles*
Negative,Feeling nostalgic for DAAS  Might need to buy some DVDs soon.
Negative,@babyblueonline cmon ma i need a hq copy for the ipod 
Negative,"i've done absolutely no work past couple of days, missing @ElizabethYLB  should do something take my mind of it!!! http://the-port.co.uk"
Negative,@miss_tattoo I wish I had  something  but  I won't til after my show 
Negative,"@mitchelmusso dude! I wish I could be there, it sounds like sooo much fun.. I wanted to go today.. but I couldn't "
Positive,@xtini @harrisgraber thanks 
